"user_id","status_id","created_at","screen_name","text","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","lang","profile_url"
"xx872403805148553216","xx1142387478407471104","2019-06-22 11:02:54","SunaVarol_","AKPliler'e sormak lazım;
Asker, polis,sivil 40000 insanımızı şehit eden Teröristbaşı'nın mektununu devletin ajansında görmek kanınıza dokunmuyor mu?
Terörist Osman Öcalan'ın TRT'de ropörtajının yayınlanması kanınıza dokunmuyor mu?
Teröristbaşından oy ummak kanınıza dokunmuyor mu?",280,,,"",FALSE,FALSE,1606,510,,,"","tr",""
"xx872403805148553216","xx1142385921741819904","2019-06-22 10:56:42","SunaVarol_","Ahmet Güler:""Ananıda al git demiştin ya ben sana inat Anamıda aldım geliyorum.Bekle bizi İstanbul Her Şey Çok Güzel Olacak."" https://t.co/VFuVN5KRBe",139,,,"",FALSE,TRUE,0,4484,,,"","tr",""
"xx872403805148553216","xx1142385806499123200","2019-06-22 10:56:15","SunaVarol_","#İşEhlinin mi<U+2049><U+FE0F>
DERE YATAĞINA AVM OLMAZ<U+2049><U+FE0F> diyoruz @BY @murat_kurum @yasinkartoglu DİNLEMİYOR
<U+26C8><U+FE0F> Sel felaketinin yaşandığı, Aralıklı, Bartın, Kocaeli’den sonra
<U+0001F4CC>Sıra AKP’nin Hukuksuz AVM yapılmasına göz yumduğu 2009’da Sel altında kalan Bahçeşehir Gölete de gelecek
SORUMLU KİM<U+2049><U+FE0F> https://t.co/92aWEmBkSj",140,,,"",FALSE,TRUE,0,157,,,"İşEhlinin","tr",""
"xx872403805148553216","xx1142383290050998272","2019-06-22 10:46:15","SunaVarol_","@ERKANTAN__ “Yarın İmamoğlu “tekrar” kazanırsa, ona oy veren İstanbul seçmeninin yüzüne bu ithamlar sonrası nasıl bakacaksınız?” diye soracaktım ama...
Hatırladım...
Sizler için hiç sorun değil, bakarsınız..",140,,,"",FALSE,TRUE,0,453,,,"","tr",""
"xx872403805148553216","xx1142382800072351744","2019-06-22 10:44:18","SunaVarol_","<U+0001F4AF>

Aylardır gasp edilmiş hakkını arayan #EmeklilikteYaşaTakılanlar ı   bir saniye dahi haber yapmayan
TRT
Terörist başı Abdullah Öcalan’ın kardeşi Osman Öcalanı dakikalardır konuşturuyor...!!!

Verdiğim her kuruş vergi haram olsun..

@SunaVarol_
#EYT

Gerisini siz yorumlayın.",139,,,"",FALSE,TRUE,0,169,,,"EmeklilikteYaşaTakılanlar","tr",""
"xx872403805148553216","xx1142381549259640832","2019-06-22 10:39:20","SunaVarol_","@BurhanKuzu Hocanm Kılıçdaroğlu ile ilgili montaj resim paylaşıp ceza almıştınız ya!
Onunla ilgili twiti silmeyi unutmuşsunuz...<U+0001F60A>

https://t.co/07CjHM2Xhi",142,"xx1142368718607044613","xx138892081","BurhanKuzu",TRUE,FALSE,430,41,,,"","tr",""
"xx872403805148553216","xx1142380736453812224","2019-06-22 10:36:06","SunaVarol_","Soldaki sağdakine çok pis sinirlenmiş... https://t.co/2nOysCDzzL",40,,,"",FALSE,FALSE,152,25,,,"","tr",""
"xx872403805148553216","xx1142377483435511808","2019-06-22 10:23:11","SunaVarol_","Hazine’den 2017 yılında Osmangazi Köprüsü için 1 milyar 659 milyon TL, Yavuz Sultan Selim Köprüsü için 417 milyon TL ve Avrasya Tüneli için 132 milyon TL işletmeci firmalara ödeme yapıldı.

Ama sıkıntı yok!
10 GB internet bedava
Marul da haftata gelecek...",256,,,"",FALSE,FALSE,645,169,,,"","tr",""
"xx872403805148553216","xx1142376857364418560","2019-06-22 10:20:41","SunaVarol_","Süleyman Soylu: İmamoğlu, mahalle meclisleri kuracağım diyor. Ben buna dikkat kesildim. Ne demek istiyor? Kandil'den Saraçhane'ye bir tünel kazılmaya çalışıldığı apaçık ortadadır.

İmralı'dan, Kandil'den TRT'ye otoban yapmışlar.
Bilin istedim...

#VatanAşkı",257,,,"",FALSE,FALSE,1254,249,,,"VatanAşkı","tr",""
"xx872403805148553216","xx1142376068562558976","2019-06-22 10:17:33","SunaVarol_","Süleyman Soylu'ya haber verelim;
Devletin kanalı
Devletin ""Teröristbaşı"" dediği Abdullah Öcalan'ın, ""Kırmızı Bülten'le"" aranan kardeşi Osman Öcalan ile röportaj yapıyor.
Ekrem İmamoğlu aleyhine Bunu da devletin kanalında yayınlıyor.
Berberdeki tıraşı bittiyse ilgilenir belki...",278,,,"",FALSE,FALSE,13410,2749,,,"","tr",""
"xx872403805148553216","xx1142374054495522817","2019-06-22 10:09:33","SunaVarol_","Bir oy uğruna binlerce şehidimizin kanının ellerinde olduğu teröristlere, bebek katillerine konuşmak icin söz hakkı verdiniz.
Nasıl bakacaksınız o şehit çocuklarının yüzüne.

 #VatanAşkı",140,,,"",FALSE,TRUE,0,275,,,"","tr",""
"xx872403805148553216","xx1142365439093174272","2019-06-22 09:35:19","SunaVarol_","Azgın azınlıklar, zillet ve milletler, çapulcular ne yapıyorsunuz bea? Haksızlık karşısında şavasmaya devam mı? Herkes gider ATATÜRK kalır<U+0001F64F> 

Ne mutlu TÜRKÜM DİYENE...",140,,,"",FALSE,TRUE,0,73,,,"","tr",""
"xx872403805148553216","xx1142362591731183616","2019-06-22 09:24:00","SunaVarol_","Damat nerede?",13,,,"",FALSE,FALSE,920,76,,,"","tl",""
"xx872403805148553216","xx1142360124415021056","2019-06-22 09:14:12","SunaVarol_","Öcalan’ın kardeşi Osman Öcalan + “Hoca efendici” Bülent Arınç + Organize Suç Örgütü Başı Sedat Peker + İBB’den trilyonluk ihale alan şirket sahipleri + Atatürk’e “zerre muhabbet” duymayanlar Binali’ye oy veriyor...  

Benim oyum İMAMOĞLU’na... 

#HerŞeyÇokGüzelOlacak
#İşEhlinin",140,,,"",FALSE,TRUE,0,4361,,,"","tr",""
"xx872403805148553216","xx1142346543606816769","2019-06-22 08:20:14","SunaVarol_","Durup dururken niye ki...? https://t.co/yDjxQeSJ7S",26,,,"",TRUE,FALSE,938,114,,,"","tr",""
"xx872403805148553216","xx1142345542262902784","2019-06-22 08:16:15","SunaVarol_","#Twitter Ne olur Elif' imin sesini paylaşarak duyurun. Kurban olurum senin kollarına, ayaklarına kasları çok ağırıyor.<U+0001F62D> İstanbul a getirecez desteğinize ihtiyacı var valilik iznimiz var tedavisi için AMARA yazıp 1680 e SMS atıp 10 tl. IBAN: TR67 0001 0000 9587 5497 4150 01<U+0001F64F><U+0001F64F> https://t.co/Ep2BV26JeF",140,,,"",FALSE,TRUE,0,44513,,,"Twitter","tr",""
"xx872403805148553216","xx1142338578002747392","2019-06-22 07:48:35","SunaVarol_","Devlet Kanalı TRT Kurdi ye Bebek Katili Öcalan'ın kardeşini çıkartıp İmamoğlu'nun proje olduğunu Kürtlerin oy vermemesi gerektiğini söyletiyorlr!
Aciz olduğunuzu,zafer elde etmek icin her halti yiyebileceginizi biliyorz fakat kimsenin Türk Devletini bu duruma düşürmeye hakkı yok!",140,,,"",FALSE,TRUE,0,346,,,"","tr",""
"xx872403805148553216","xx1142334163359371264","2019-06-22 07:31:02","SunaVarol_","İSTANBUL seçimine 24 Saat var!
ADANA EYT, Pankartını Astı, Seçime kadar pankart asılacak, Seçim sonucu da Pankartla beraber takip edilecek!
#EYTYoksaCumhuraOyYok
#oyveristanbul
#kimlerkimlerleberaber 
#HerŞeyÇokGüzelOlacak 
#EmeklilikteYaşaTakılanlar https://t.co/oPrj5BXubZ",140,,,"",FALSE,TRUE,0,109,,,"","tr",""
"xx872403805148553216","xx1142333242160189440","2019-06-22 07:27:23","SunaVarol_","#beratalbayrak Olaylar dün patlak verdi değil mi? Yani 21 Haziranda. Ama bu fotoğraflar 20 Haziran veya daha eski tarihlerde çekilmiş. Buyurun kaynak https://t.co/xd266tRZEN https://t.co/2EuTg9bjvE",140,,,"",FALSE,TRUE,0,122,,,"beratalbayrak","tr",""
"xx872403805148553216","xx1142328132663308288","2019-06-22 07:07:04","SunaVarol_","Bu adam bir terörist. Yazık size. Devlet kavramını ayağa düşürdünüz https://t.co/utpSwa3mTb",106,,,"",FALSE,TRUE,0,8380,,,"","tr",""
"xx872403805148553216","xx1142327302535168001","2019-06-22 07:03:46","SunaVarol_","Lütfen gidin oy verin!
Üşenenleri ikna edin!
Sonradan kimse ağlamasın...

#oyveristanbul https://t.co/N6Y6j528TO",88,,,"",FALSE,FALSE,2697,886,,,"oyveristanbul","tr",""
"xx872403805148553216","xx1142194064676147200","2019-06-21 22:14:20","SunaVarol_","Demek ki Abdullah Öcalan'ın kardeşi Mehmet Öcalan TRT'ye dilekçe ile başvurmuş.
Malum, TRT arayıp kimseyi davet etmiyor...<U+0001F60A>",123,,,"",FALSE,FALSE,1930,372,,,"","tr",""
"xx872403805148553216","xx1142189991763726336","2019-06-21 21:58:09","SunaVarol_","Herkese merhaba . Esenler'de oturuyorum muhasebe mezunuyum.  4 yıl çağrı merkezi tecrübem ve saha satış tecrübem var.  Evliyim 11 aylık bir kızım var. Çok zor bir süreçten geçiyorum. Dilenmemek adına iş arıyorum. Lütfen Paylaşır mısınız rica etsem?

 #BizBüyükBirAileyiz",140,,,"",FALSE,TRUE,0,8949,,,"","tr",""
"xx872403805148553216","xx1142188452462702592","2019-06-21 21:52:02","SunaVarol_","Zamları kim yaptı?
Vergileri kim artırdı?
Sarayları kim yaptırdı?
Onlarca süper lüks uçağı kim aldı?
Akrabalarını en ballı makamlara mülakatsız kim atadı?
Milletin maaşa zam beklediği dönemde öncelikle kendi maaşına zam yapıp, maaşını kim garantiye aldı?

Kedidir kedi

#İşEhlinin",280,,,"",FALSE,FALSE,1464,260,,,"İşEhlinin","tr",""
"xx872403805148553216","xx1142185401739689984","2019-06-21 21:39:55","SunaVarol_","PKK bir TERÖR örgütüdür...

AKP- MHP ittifakı; İstanbul’u almak için PKK’nın başı Öcalan’dan medet ummaktadır!

HDP bir SİYASİ partidir...

CHP-İYİ Parti ittifakının adayı İstanbul seçimlerinde HDP’nin desteğini almaktadır... 

#HerŞeyÇokGüzelOlacak",140,,,"",FALSE,TRUE,0,1301,,,"","tr",""
"xx872403805148553216","xx1142180994369245185","2019-06-21 21:22:24","SunaVarol_","Ekrem İmamoğlu'na karşı olanlar;
Erdoğan
Süleyman Soylu
Abdullah Öcalan
Devlet Bahçeli
Osman Öcalan
Yandaş Meyda
Devletin Kanallaları
Bakanlar
AKP ve MHP Milletvekilleri

Bunların birarata gelmesi için kıyamet kopması lazımdı;
23 Haziran Akşamı inşallah...
#İşEhlinin",267,,,"",FALSE,FALSE,3175,577,,,"İşEhlinin","tr",""
"xx872403805148553216","xx1142178130830008320","2019-06-21 21:11:01","SunaVarol_","Nereden Nereye! https://t.co/2D1f5iZAHW",60,,,"",FALSE,TRUE,0,28234,,,"","tr",""
"xx872403805148553216","xx1142177496181465093","2019-06-21 21:08:30","SunaVarol_","Teröristbaşı Abdullah Öcalan'ın kardeşi , TRT'de Ekrem İmamoğlu aleyhine propaganda yapıyor.

Bu kadar acizler
Bu kadar çaresizler
Bu kadar haysiyetsizler
Şunu elden ele Devlet Bahçeli'ye uzatalım... https://t.co/Vb8mxP7e9E",199,,,"",TRUE,FALSE,1101,469,,,"","tr",""
"xx872403805148553216","xx1142161663501541376","2019-06-21 20:05:35","SunaVarol_","Bu gözle neler gördü!
Abdullah Öcalan'ın mektubunu Devlet Bahçeli'ye okuttururlarsa şaşırmam...<U+0001F60A>",96,,,"",FALSE,FALSE,1049,108,,,"","tr",""
"xx872403805148553216","xx1142161017029271552","2019-06-21 20:03:01","SunaVarol_","Ekrem İmamoğlu korkusu kimlere neler yaptırıyor?
Anlatmaya gerek yok, görüyorsunuz;

""Saadet Partisi Kandil'le anlaştı"" diyen Süleyman Soylu'nun Partisi Saadet Partisi Genel Merkezi'ne ziyarete gitmiş.",201,,,"",FALSE,FALSE,1193,219,,,"","tr",""
"xx872403805148553216","xx1142157251282649091","2019-06-21 19:48:03","SunaVarol_","""Şehit cenazesine CHP'liler gelmesin"" diyen Süleyman Soylu nerede?
Şehit cenazesinde ""PKK'yı destekliyorsunuz"" diye Kemal Kılıçdaroğlu'na yumruk atan at hırsızı nerede?
""Şehit cenazesinde ne işiniz var?"" deyip Kılıçdaroğlu'nun arabasını taşlayan soytarı nerede?",261,,,"",FALSE,FALSE,18058,4045,,,"","tr",""
"xx872403805148553216","xx1142155933486919686","2019-06-21 19:42:49","SunaVarol_","Berat Albayrak;
Mart, Şubat'tan daha GÜZEL'di.
Nisan, Mart'tan daha GÜZEL olacak.
Mayıs, Nisan'dan daha GÜZEL olacak...<U+0001F60A>

Bakın burası çok önemli;
3 harfi tutuyor...",165,,,"",FALSE,FALSE,522,59,,,"","tr",""
"xx872403805148553216","xx1142154982768164865","2019-06-21 19:39:02","SunaVarol_","Uygur Türklerine Uygulanan Zulmü Araştırma Önergesine"" TBMM Genel kurulu'nda;

Ak Parti : HAYIR
MHP      :HAYIR
İYİ Parti  : EVET
CHP       : EVET
HDP       : EVET dedi.
 
Önerge Ak Parti ve MHP oylarıyla reddedildi...

#BizBüyükBirAileyiz",239,,,"",FALSE,FALSE,1519,479,,,"BizBüyükBirAileyiz","tr",""
"xx872403805148553216","xx1142153302165078019","2019-06-21 19:32:22","SunaVarol_","Hatırlatayım dedim;

Uyuşturucu ile mücadele komisyonu kurulsun önergesine

CHP: EVET
AKP: HAYIR
MHP: HAYIR oyu verdi.

#BizBüyükBirAileyiz https://t.co/ztaxTAhnHa",139,,,"",FALSE,FALSE,1071,314,,,"BizBüyükBirAileyiz","tr",""
"xx872403805148553216","xx1142151091502473216","2019-06-21 19:23:35","SunaVarol_","""Emeklilikte Yaşa Takılanlar'ın sorununu çözelim"" önergesine;

CHP         : EVET 
HDP         : EVET 
İYİ PARTİ : EVET 
Ak Parti   : HAYIR
MHP        : ÇEKİMSER oy verdi.

Seçimler yaklaşırken, oy kullanırken bu tabloyu asla unutmayınız...

#EYThakkınınPeşiniBırakmayacak",272,,,"",FALSE,FALSE,3774,1405,,,"EYThakkınınPeşiniBırakmayacak","tr",""
"xx872403805148553216","xx1142120472059891713","2019-06-21 17:21:54","SunaVarol_","Kocaeli İzmit bekediyesi :
TÜGVA ile 25 yıllık ENSAR ile 10 yıllık protokol yapmış. Protokolde bu cemaatler ne istiyorsa kirasından elektriğine terliğinden nevresim takımına kadar harcama yetkisi verilmişi Bu cemaatler yaptığı her şeyi belediyeye fatura etmiş. 
Ya İSTANBUL?",140,,,"",FALSE,TRUE,0,644,,,"","tr",""
"xx872403805148553216","xx1142119925881774081","2019-06-21 17:19:44","SunaVarol_","Devlet Bahçeli yakında bizi de savunacak diye tedirginiz. https://t.co/fX3FsUlw6z",99,,,"",FALSE,TRUE,0,2303,,,"","tr",""
"xx872403805148553216","xx1142118760972771328","2019-06-21 17:15:06","SunaVarol_","""Azgın Azınlık"" deyince bize söylüyor zannetmiştik, meğerse...<U+0001F60A>",63,,,"",FALSE,FALSE,780,80,,,"","tr",""
"xx872403805148553216","xx1142118310089117696","2019-06-21 17:13:19","SunaVarol_","Allah kimseyi, 40 yıllık bebek katilinden destek isteyecek kadar haysiyetsiz, şerefsiz yapmasın...

#YineBizYaparız",115,,,"",FALSE,FALSE,3746,611,,,"YineBizYaparız","tr",""
"xx872403805148553216","xx1142113553433923584","2019-06-21 16:54:25","SunaVarol_","3 günlük tatil keyfinden vazgeçmezsen, bunlara söyleyecek sözün kalmaz....

#GelOyVerTatiliBoşver https://t.co/X4jUtax9Ey",97,,,"",FALSE,FALSE,795,209,,,"GelOyVerTatiliBoşver","tr",""
"xx872403805148553216","xx1142112642141696000","2019-06-21 16:50:47","SunaVarol_","1000 muhtar; devletin kasasından, bizim ödediğimiz vergilerle umreye götürülecek.

Maliyeti yaklaşık 10.000.000 <U+20BA>

Ne dersiniz?",127,,,"",FALSE,FALSE,4122,1112,,,"","tr",""
"xx872403805148553216","xx1142108636090515457","2019-06-21 16:34:52","SunaVarol_","Yoklama alalım;
Huzur<U+2796>Yok
Adalet<U+2796>Yok
Hukuk<U+2796>Yok
Basın özgürlüğü<U+2796>Yok

Zam<U+2796>Burda
İsraf<U+2796>Burda
Baskı<U+2796>Burda
Zulüm<U+2796>Burda
Hırsızlık<U+2796>Burda
Yolsuzluk<U+2796>Burda
Hak yeme<U+2796>Burda
Vergi Artışı<U+2796>Burda
Kadına şiddet<U+2796>Burda
Adam Kayırma<U+2796>Burda
Kamu malını talan etme<U+2796>Burda

#YineBizYaparız",264,,,"",FALSE,FALSE,683,148,,,"YineBizYaparız","tr",""
"xx872403805148553216","xx1142108095046270977","2019-06-21 16:32:43","SunaVarol_","Apo silahı da yetersiz kalırsa, ki kalacağı anlaşılıyor, artık son çare olarak fethullah gülen'i devreye sokacaklar.",133,,,"",FALSE,TRUE,0,2331,,,"","tr",""
"xx872403805148553216","xx1142107375442071553","2019-06-21 16:29:52","SunaVarol_","Peygamberimiz vefat ettiğinde din elde gitmemiş
Hz Ebu Bekir
Hz Ömer
Hz Osman
Hz Ali vefat ettiğinde din elden gitmemiş
Yüzbinlerce sahabe vefat etmiş din elden gitmemiş
Haçlı seferleri olmuş din elden gitmemiş

AKP İstanbul'u kazanamazsa din elden gidecekmiş

Hadi ordan dengesiz",280,,,"",FALSE,FALSE,3548,832,,,"","tr",""
"xx872403805148553216","xx1142105318861824000","2019-06-21 16:21:41","SunaVarol_","Kişilerin özel hayatları bizi ilgilendirmez!
Masraflarını bize ödetmesinler yeter...<U+0001F60A>

#kimlerkimlerle",102,,,"",FALSE,FALSE,1582,165,,,"kimlerkimlerle","tr",""
"xx872403805148553216","xx1142103285622616065","2019-06-21 16:13:37","SunaVarol_","Çok yakın gelecekte Ordu Valisi'nin, Ekrem İmamoğlu'nun karşısında ""Sayın Cumhurbaşkanım"" diye selam duracağı günleri göreceğiz gibime geliyor...",145,,,"",FALSE,FALSE,4076,417,,,"","tr",""
"xx872403805148553216","xx1142102540265410562","2019-06-21 16:10:39","SunaVarol_","Sabah Gazetesi ""CHP adayının (Ekrem İmamoğlu'nun) diploması şaibeli""  diye haber yapmış.

Yeminle söylüyorum
""Bazen bunlar gizliden gizliye Ekrem İmamoğlu'nun seçilmesini istiyorlar"" hissine kapılıyorum.

Anladınız siz onu...<U+0001F60A>",226,,,"",FALSE,FALSE,1005,127,,,"","tr",""
"xx872403805148553216","xx1142100983994114053","2019-06-21 16:04:28","SunaVarol_","Ekrem İmamoğlu'na ""valiye hakaret etti"" iftirasına rağmen söylenmedik laf bırakmayanlar; Canlı yayında, Türk askerine ""EŞŞEK"" diyenler karşısında ölü taklidi yapıyor...

#YineBizYaparız",185,,,"",FALSE,FALSE,1059,152,,,"YineBizYaparız","tr",""
"xx872403805148553216","xx1142100189714558981","2019-06-21 16:01:19","SunaVarol_","Neler oluyor neler;
İstiklal Marşı'nın okunması yasaklanıyor
Teröristbaşı'nın mektubu devletin resmi ajansında son dakika olarak geçiyor
Milliyetçi olduğunu iddia edenler teröristin mektuba destek veriyor
O kadar okuduk, öğrendik ama;
Dünya bunlar kadar hızlı dönmüyor...",271,,,"",FALSE,FALSE,1202,348,,,"","tr",""
"xx872403805148553216","xx1142099135304216576","2019-06-21 15:57:07","SunaVarol_","Saray varsa, saray soytarıları da vardır...
Saray varsa, saray entrikaları da vardır...
Saray varsa, halktan kopuk yöneticiler de vardır...
Saray varsa, saraya sesini duyurmaktan aciz milyonlarca insan da vardır...",214,,,"",FALSE,FALSE,355,65,,,"","tr",""
"xx872403805148553216","xx1142098091668938752","2019-06-21 15:52:58","SunaVarol_","Patagonya'da sıradan bir gün;
Kayınpeder teröristbaşına methiye düzüyor
Damat o arada birilerini götürüyor
Damadın karısı bir yumrukla damadı 5 liranın altına düşürüyor
Damat karısına tekme tokat dalıyormuş
Patagonya'da basın özgür olduğu için bunların hiç biri haber olmuyormuş.",279,,,"",FALSE,FALSE,846,155,,,"","tr",""
"xx872403805148553216","xx1142096409061183488","2019-06-21 15:46:17","SunaVarol_","Sağa sola mitil atacaktın,
Boş boş nara atmak sana mı düştü  Bahçeli?
Elinde ırgan idam idam diye bağırırken
""Hırsız"" dediklerini savunmak da sana mı düştü Bahçeli?
""Beka, Beka"" diye ortalığı inletiyordun
Öcalan'ın mektubunu savunmak sana mı düştü eyyy Bahçeli?",261,,,"",FALSE,FALSE,1721,401,,,"","tr",""
"xx872403805148553216","xx1142095157627674625","2019-06-21 15:41:19","SunaVarol_","Merhabalar azgın azınlık, Pontus , Rum, Yunan , çapulcu, ayyaş, laik, demokrat, gezici kardeşlerim.<U+0001F60A>

Nerede kalmıştık?
Ne diyorduk?
Tüm yalanlarına
Tüm iftiralarına
Tüm engellemelerine
Tüm tehditlerine rağmen
Ekrem İmamoğlu yeniden Başkan olacak

İnşallah #HerŞeyÇokGüzelOlacak",278,,,"",FALSE,FALSE,1316,144,,,"HerŞeyÇokGüzelOlacak","tr",""
